Avg. Area Income,Avg. Area House Age,Avg. Area Number of Bedrooms,Area Population,Avg. Area Number of Rooms,Address,Price
43526.81459,3,5,39760.2064,4,Punak,3550000000
71769.85888,5,3,28173.39447,1,Shahrake Qods,1610000000
89056.92119,3,2,60658.29587,1,Shahr-e-Ziba,2750000000
66418.43057,8,2,45319.99304,2,East Ferdows Boulevard,3950000000
44439.87401,9,4,37934.96743,4,Andisheh,1200000000
69343.00931,8,4,30113.83269,2,Punak,2050000000
95997.6711,5,3,47128.88099,3,Parand,485000000
62616.16582,9,5,31010.22142,4,Pasdaran,1450000000
76393.84648,9,5,46361.69458,2,Malard,250000000
55840.1656,3,1,30795.10799,1,Gholhak,7850000000
69882.27393,8,3,19544.75196,5,Ostad Moein,2910000000
87099.18849,9,4,44581.74758,1,Tehransar,2000000000
67716.74822,7,3,40562.18895,4,Feiz Garden,2120000000
69624.78634,6,3,57644.20907,1,Jeyhoon,2250000000
78706.67574,4,4,36414.72945,1,Gheitarieh,12500000000
61321.58936,4,1,29888.76471,5,Shahran,3350000000
62709.71267,4,1,34182.49617,3,Gheitarieh,19000000000
66300.50528,5,4,38501.9551,2,Pardis,585000000
75126.80508,9,2,36544.31859,1,Punak,4200000000
68251.83533,8,3,38203.17353,2,Punak,5100000000
85175.20063,9,1,3285.450538,3,Punak,4300000000
62381.92329,6,4,31391.26847,1,Zaferanieh,24000000000
69099.40351,3,1,37540.31003,1,Pardis,560000000
73246.82218,7,3,47332.13862,3,Shahran,3750000000
59901.82895,9,2,30210.76466,5,Zaferanieh,20292000000
55038.05911,6,4,27701.02065,5,Shahran,3650000000
69505.11151,9,1,48112.20017,4,Shahran,3050000000
67964.83178,3,4,52831.15311,4,Shahr-e-Ziba,3150000000
71112.3503,3,1,24134.414,2,Ostad Moein,1580000000
76759.26928,6,2,23752.36101,1,Northern Suhrawardi,7800000000
82988.42745,8,5,31142.84203,1,Central Janatabad,4700000000
71106.73804,5,3,25861.92823,5,Shahran,3220000000
75516.46278,7,4,35521.04918,4,Pirouzi,1450000000
60805.1033,3,1,31185.88333,3,Persian Gulf Martyrs Lake,360000000
61865.42322,3,1,41492.18017,3,Punak,2700000000
64241.79223,6,4,27768.58455,1,Velenjak,21700000000
77697.23565,4,4,40523.2893,2,Farmanieh,22000000000
63044.4601,9,5,32725.27954,1,Pardis,540000000
74102.49086,5,5,43971.51414,2,Pardis,810000000
62514.10856,7,1,40891.61563,4,Pardis,590000000
63237.56576,9,2,55849.94806,2,Pardis,555000000
75951.45249,7,2,31125.55873,5,Elahieh,45500000000
66803.01636,5,2,57970.24279,3,Shams Abad,4550000000
45347.15068,7,4,31335.59502,3,Pardis,540000000
67722.84636,4,1,37869.93681,4,Central Janatabad,2750000000
58108.48878,4,5,37642.02655,4,Shams Abad,4130000000
60871.60378,9,3,38111.35302,2,Pardis,550000000
76087.15419,5,4,27616.09545,2,West Ferdows Boulevard,5050000000
73965.37027,3,3,34440.64065,4,Shams Abad,1800000000
69931.4011,8,2,52079.18818,4,Jeyhoon,920000000
77316.19135,6,1,51096.88855,5,Salsabil,1048000000
76896.78703,4,3,52733.98798,5,Andisheh,1100000000
76919.30072,6,1,52945.84342,4,Andisheh,1100000000
64402.12825,3,5,24965.90216,5,Pardis,650000000
58410.57191,8,5,31189.36407,2,Farmanieh,20700000000
53427.87537,3,5,34538.75492,5,Velenjak,46900000000
73649.39696,4,2,47992.34474,4,Salsabil,995000000
93455.95296,4,5,31135.51349,3,Aqdasieh,14500000000
75843.30304,7,3,61126.73207,3,Andisheh,1100000000
62021.20355,8,4,35276.65257,3,Pardis,550000000
77064.25763,5,5,43570.94202,3,Pardis,780000000
77785.19261,8,5,43301.32596,2,West Pars,6760000000
61784.06494,6,4,27725.85566,4,Pardis,960000000
78827.00526,4,2,32865.02798,1,Shahrake Qods,1200000000
64767.8677,3,1,26414.74742,5,Yousef Abad,5600000000
51457.3763,4,1,42889.6661,2,Pardis,1800000000
66233.86226,5,1,29548.18989,5,Pardis,2100000000
72196.33549,9,3,32255.9083,4,Southern Janatabad,3100000000
50926.77663,5,4,33663.66924,1,Pirouzi,2600000000
56086.57393,7,1,33454.08428,3,East Ferdows Boulevard,5600000000
68985.15274,9,2,16288.31457,5,Pirouzi,4000000000
48855.85135,6,1,49890.50828,1,Northern Janatabad,2980000000
63499.83517,5,5,38263.48423,4,Pardis,720000000
73218.35136,9,3,34818.71842,4,Ostad Moein,1580000000
83637.53309,6,4,25962.77118,2,Pardis,730000000
48879.09809,3,2,30730.40151,4,Sattarkhan,2600000000
77187.84835,3,4,35106.54614,2,Yousef Abad,5700000000
72441.37701,8,3,38368.28028,5,Niavaran,22100000000
57812.84383,3,2,46060.36993,1,Niavaran,19800000000
64811.17139,4,1,40549.35681,2,Yousef Abad,5500000000
86563.09684,6,5,44920.24555,3,Gheitarieh,6800000000
86586.87244,8,5,40282.03664,3,Kook,13000000000
49601.06163,5,3,33836.92806,1,Andisheh,395000000
71920.67878,4,3,26341.09557,4,Pirouzi,2050000000
68355.44217,8,2,38950.15522,2,Islamshahr,1690000000
64350.28457,8,4,69592.04024,5,Tehransar,2000000000
61481.20521,7,2,39586.38351,5,Saadat Abad,4000000000
39294.03652,6,3,43183.5161,3,Gheitarieh,8200000000
59078.51429,9,4,34655.93991,2,Persian Gulf Martyrs Lake,3024000000
57972.56183,4,2,40092.5162,2,Gheitarieh,8350000000
79689.72338,6,3,38313.82892,2,Gheitarieh,8800000000
47018.06711,4,5,23925.62147,4,Gheitarieh,8500000000
56252.24324,8,1,44305.72216,5,Gheitarieh,8400000000
65741.39764,8,2,37647.66604,2,Shahrake Gharb,7500000000
53066.37227,6,4,19103.12711,2,Gheitarieh,8700000000
71368.04402,5,4,35376.99073,4,Gheitarieh,11500000000
40752.71424,8,5,41565.02608,4,Pardis,525000000
64296.50418,9,4,37562.54806,3,Tarasht,3345000000
50172.57073,8,2,32764.43591,5,Gheitarieh,8300000000
70564.72035,9,3,37339.5559,2,Shahrake Qods,990000000
67866.89993,6,5,43122.57418,1,Saadat Abad,10800000000
77106.50012,7,1,36215.15942,2,Salsabil,2550000000
74418.47389,9,3,27089.04917,2,Shahrake Azadi,1680000000
58002.71531,3,3,30249.03042,1,Shahrake Gharb,14300000000
63217.17243,8,1,31925.67536,4,Air force,2700000000
49740.18209,8,4,25545.92394,3,Shahrake Qods,560000000
75361.23757,6,2,23530.90631,4,Pasdaran,9900000000
62594.97909,9,2,46459.251,1,Tarasht,4600000000
62212.55965,7,3,40620.663,5,Pirouzi,1550000000
60610.61064,5,3,49512.90932,3,Pirouzi,3900000000
82777.06932,6,2,42582.93467,3,Punak,2980000000
50716.04388,8,2,35879.91367,5,Beryanak,830000000
61905.95943,6,5,36380.57033,3,Pirouzi,1650000000
68246.92783,6,3,24553.45987,1,Dehkade Olampic,2000000000
85174.04176,4,3,38773.02082,2,Ostad Moein,1380000000
63342.84981,7,4,25009.06052,2,Zaferanieh,13000000000
74022.05327,8,3,36533.83778,1,Qasr-od-Dasht,1200000000
78866.66525,8,2,39816.74911,5,Velenjak,12000000000
71721.42138,9,3,10704.82191,3,Shahr-e-Ziba,3450000000
76076.2907,7,2,46298.31611,3,West Pars,2000000000
52568.67932,9,1,38555.06758,3,Parand,520000000
69851.70581,5,4,19560.21349,3,Darband,4100000000
58068.9055,9,4,29519.88477,1,Parand,365000000
60134.26609,3,4,39200.86657,3,Parand,580000000
72967.54123,3,4,49140.66901,1,Punak,2694000000
63820.39648,4,5,28737.11076,4,Vanak,57500000000
78700.97127,3,4,35193.91648,2,Punak,3900000000
62806.29516,3,5,33498.93176,3,Air force,1690000000
71595.17728,5,4,37271.15603,1,Niavaran,5580000000
85441.48887,7,5,46302.40159,1,Kamranieh,5500000000
86562.17887,7,2,32621.10485,2,Golestan,690000000
74646.84656,9,5,36679.18743,2,Ekhtiarieh,3300000000
63686.25989,7,5,18163.77362,5,Gheitarieh,13600000000
60530.7319,8,2,34043.22655,3,Southern Chitgar,690000000
74826.30556,9,4,32639.63803,2,Gheitarieh,15500000000
71639.29691,8,4,28995.09305,1,Railway,1315000000
81439.20002,4,4,37565.54052,5,Gheitarieh,11000000000
85297.19886,4,5,28319.63343,2,Shahrake Qods,735000000
64044.18962,5,3,32940.79478,4,Tehran Now,3000000000
67828.47986,4,4,34981.394,2,Gheitarieh,14700000000
60028.08245,8,5,36651.51947,4,Niavaran,21560000000
63700.26247,7,4,38397.56695,3,West Ferdows Boulevard,5000000000
74010.16361,5,4,46239.17013,3,Gheitarieh,13000000000
67094.19707,4,4,30022.53717,2,West Ferdows Boulevard,2250000000
66714.67588,3,2,53185.20035,2,West Ferdows Boulevard,3900000000
72745.45473,6,1,53000.76809,1,Gheitarieh,8400000000
79923.81188,5,5,33828.45488,3,Gheitarieh,11000000000
48510.91013,5,4,31451.09301,5,Feiz Garden,1890000000
50534.34598,7,4,26627.38647,2,Niavaran,16800000000
55543.52009,6,3,40063.4211,5,Beryanak,1200000000
85466.39026,8,2,38191.03227,2,Feiz Garden,3500000000
48735.92451,4,5,19682.34729,3,Feiz Garden,2900000000
76388.55196,5,3,36841.17614,3,Southern Janatabad,4600000000
73279.0309,6,2,13981.43549,2,Qasr-od-Dasht,2050000000
64661.93028,4,4,49457.17937,5,Southern Janatabad,3000000000
59390.34682,9,3,28995.96414,1,Andisheh,2000000000
66064.53282,7,5,44561.33359,3,Shahrake Gharb,9000000000
72488.15969,3,5,41199.25223,4,Azarbaijan,1340000000
70793.71967,5,2,19908.13074,5,Azarbaijan,1500000000
78241.07538,4,2,20547.61864,5,Qasr-od-Dasht,810000000
72752.68045,8,1,24944.34177,1,Qasr-od-Dasht,1615000000
78963.89414,5,3,59974.62659,5,Saadat Abad,12500000000
49775.40595,3,5,23557.36165,5,Azarbaijan,2480000000
87768.40474,5,5,45801.43319,5,Andisheh,950000000
65449.35478,5,4,34828.42852,2,Shahrake Gharb,9898000000
85193.98157,5,3,38784.85686,2,Mirdamad,5500000000
67933.03112,5,5,42772.16329,1,Ray,1700000000
50316.88697,7,3,25201.55049,4,Gheitarieh,8300000000
53974.54595,6,1,41441.75254,2,Salsabil,2300000000
63049.97489,9,5,24985.978,3,Northern Chitgar,875000000
85906.91211,4,4,21331.98252,1,Jeyhoon,1400000000
62355.35378,5,2,23767.85633,3,Gheitarieh,8200000000
64749.79548,6,3,49537.34531,3,Heravi,14000000000
75072.99461,5,1,27494.29641,2,Jeyhoon,1420000000
79345.39141,5,4,37573.57542,5,Beryanak,1250000000
67682.72889,9,5,37028.69622,3,Southern Janatabad,3880000000
57869.26848,4,2,31818.93257,3,Jeyhoon,960000000
60027.56086,6,5,54738.62969,4,Abazar,3880000000
71146.48933,8,5,22875.69334,2,Sattarkhan,3580000000
52455.36584,3,5,35143.20338,3,Southern Janatabad,3500000000
66967.39846,5,1,51554.76141,1,Southern Janatabad,3280000000
59013.40347,8,3,28264.0066,2,Central Janatabad,3600000000
70370.50368,6,4,53832.14155,1,Southern Janatabad,3680000000
66989.73178,9,1,37017.09635,2,Gheitarieh,13500000000
64050.3508,4,5,29083.72171,2,Zafar,80000000000
71195.26284,4,3,29508.49053,5,Punak,4680000000
82866.39918,3,2,41166.86031,3,Punak,9400000000
60826.60596,6,4,36892.6233,4,Southern Janatabad,6200000000
65543.33854,7,2,28939.03884,5,Southern Janatabad,4100000000
62902.25549,4,4,27321.03293,2,Punak,3520000000
59030.17255,9,3,22803.09971,5,Absard,4500000000
66320.45082,7,3,36145.20983,3,Punak,2500000000
68964.67686,7,2,37587.94431,4,Mirdamad,6000000000
68994.17845,3,4,30609.65271,2,Punak,2300000000
58517.06201,6,1,30888.80272,4,Jeyhoon,2350000000
65018.54121,8,4,32580.78018,4,Punak,2100000000
74656.89424,7,2,22602.13357,3,Punak,2250000000
57697.07538,9,1,18281.73777,1,Zaferanieh,92400000000
69234.7226,9,1,38322.09803,5,Southern Janatabad,5950000000
63015.68746,3,4,26673.88189,1,Punak,4250000000
52022.15897,5,1,31320.91642,5,Punak,3100000000
80058.99835,3,2,23360.9483,4,Velenjak,13600000000
87332.29323,5,1,43754.45294,4,Punak,2230000000
63658.4284,7,3,39591.2565,2,Yaftabad,1250000000
46517.17527,7,5,26452.36789,5,Punak,2600000000
88305.92082,8,2,32190.41772,3,Ozgol,4500000000
49784.89123,5,2,36564.73349,2,Central Janatabad,6150000000
84054.45185,7,4,23023.04505,1,Shahrake Gharb,9860000000
66774.99582,3,1,36788.98033,5,Northern Janatabad,2700000000
70981.27869,3,5,53542.85751,4,Ozgol,9300000000
70767.32966,6,3,26925.95481,5,Saadat Abad,11200000000
77103.14304,8,5,45746.93321,1,Saadat Abad,14800000000
67742.54926,4,2,30678.37073,1,Southern Janatabad,2560000000
76443.23184,5,3,40128.8535,2,Elahieh,50000000000
78115.63189,8,4,45024.29718,3,Ostad Moein,2990000000
69500.89346,9,5,48767.40104,5,Shahran,2850000000
81535.14988,4,5,50999.85133,1,Farmanieh,25000000000
41240.05728,4,2,40888.07856,3,Ekhtiarieh,7700000000
45073.89518,4,4,38066.1613,5,Shahrakeh Naft,7500000000
53173.34528,5,4,43600.36093,1,Punak,2800000000
80900.43969,3,4,40268.51842,3,Islamshahr,1100000000
69227.60726,6,4,42582.62587,5,Gheitarieh,9500000000
54858.82363,9,2,36228.83614,1,Shahr-e-Ziba,2480000000
77098.86887,3,2,46478.52161,5,Punak,6000000000
104702.7243,8,5,22560.52713,1,Punak,3900000000
50473.02312,7,3,50145.43371,5,Punak,4150000000
75675.1659,7,4,45103.57164,4,Islamshahr,1250000000
72727.22579,9,2,27159.33879,2,Central Janatabad,4300000000
56428.97367,9,4,44877.56511,5,Heravi,7000000000
43496.72566,7,5,35726.60563,5,Jeyhoon,1800000000
77875.98739,7,4,44452.64411,5,Zaferanieh,15950000000
58511.34988,8,3,28270.43444,1,Zafar,5550000000
69167.94747,8,5,26517.30768,1,Andisheh,5200000000
65687.10668,8,4,17386.47595,4,Andisheh,1930000000
57814.84583,4,2,32880.78811,2,Islamshahr,1098000000
66234.68081,6,2,35130.38128,5,Islamshahr,882000000
65431.66476,8,3,38499.37693,5,Central Janatabad,3600000000
76009.54276,5,4,52832.00406,2,Islamshahr,1990000000
78997.46094,4,1,30165.92264,4,Islamshahr,1640000000
64720.05821,8,4,37203.71544,1,Islamshahr,780000000
56652.41884,8,3,11037.38768,2,Islamshahr,2530000000
68311.9965,7,3,39724.18881,4,Ostad Moein,2990000000
73462.68344,8,4,47637.51525,1,Ekhtiarieh,4300000000
60731.8823,6,5,35341.06782,5,Persian Gulf Martyrs Lake,295000000
74655.63476,6,1,22169.81837,3,Southern Janatabad,2800000000
75823.57065,6,1,35783.75473,3,Dorous,9800000000
78988.20285,9,3,31677.32836,1,Ostad Moein,3900000000
52868.32302,5,3,41849.05508,2,Dezashib,3150000000
64251.5372,7,2,45172.75709,4,Saadat Abad,12580000000
74555.76808,7,4,32938.14935,5,Qasr-od-Dasht,2950000000
70355.77481,7,2,39882.81773,2,Central Janatabad,3600000000
92052.74763,5,2,47343.37139,2,Central Janatabad,4450000000
82073.85542,3,5,34317.61799,3,Punak,5405000000
52699.66757,7,3,30299.2827,2,Darabad,5300000000
71792.28685,7,5,48266.21717,3,North Program Organization,4300000000
58655.8541,8,4,40740.78015,3,Pardis,750000000
71088.66891,4,5,28750.64146,2,Amir Bahador,1638000000
74984.66675,7,5,29287.49814,3,Pasdaran,13000000000
59081.98555,5,4,42578.42763,4,Elahieh,40000000000
71329.00273,7,2,25974.45323,3,Northern Janatabad,3850000000
76698.57302,6,5,52881.06048,1,Southern Program Organization,4300000000
61504.26463,3,5,24804.65731,5,Heravi,6400000000
68386.82247,8,5,39138.87628,5,Southern Janatabad,3780000000
64427.37437,6,4,25653.68792,2,Velenjak,9600000000
63920.38949,3,1,31034.82616,5,Parand,425000000
76835.95793,8,3,27622.34129,2,Persian Gulf Martyrs Lake,590000000
65173.05044,9,2,44125.54078,3,Pasdaran,11060000000
61025.39026,3,3,34730.7668,2,West Ferdows Boulevard,2250000000
76783.35466,4,1,26703.71868,5,Pasdaran,13175000000
69336.42523,3,2,37592.84506,5,Southern Janatabad,5700000000
57824.96715,5,1,45555.33649,4,Saadat Abad,11500000000
69585.89479,4,5,36099.24291,5,Shahr-e-Ziba,2250000000
62340.2552,8,4,24962.10002,4,Northern Chitgar,875000000
75040.81543,3,1,34733.08699,5,Shahrake Qods,1030000000
87113.7922,8,4,31172.88017,4,Shahrake Qods,395000000
56827.21709,4,1,29506.48735,5,Ekhtiarieh,9500000000
71824.15458,3,4,41186.57451,2,Punak,2200000000
68662.41461,6,2,43795.62543,5,Ekhtiarieh,6000000000
66006.17956,8,2,40691.23866,5,Parand,650000000
69266.7921,4,5,40588.41954,3,Damavand,2150000000
68089.56111,9,4,57097.67332,3,Jeyhoon,2200000000
62745.03284,6,2,16737.55224,4,Gheitarieh,13000000000
85526.62094,6,3,32635.75655,2,Ekhtiarieh,9600000000
68561.66043,5,5,31796.75881,2,Saadat Abad,5500000000
67100.06891,5,4,27456.64493,3,Shahran,4700000000
74056.99593,9,5,37521.81322,3,Saadat Abad,4800000000
78159.95403,4,2,31111.62291,3,Southern Janatabad,4830000000
58348.79711,7,2,59129.49783,1,Ekhtiarieh,6300000000
60975.08796,8,4,43752.88954,3,Velenjak,8055000000
60167.67261,7,2,16811.30329,5,Central Janatabad,3600000000
78063.24199,5,4,37838.66199,5,West Ferdows Boulevard,3650000000
66658.96791,3,2,57563.58574,1,Shahr-e-Ziba,1750000000
61475.25536,9,2,31437.51486,5,Komeil,1250000000
59762.88225,4,2,28571.35712,5,Saadat Abad,6120000000
87596.16655,9,3,35392.05151,3,Pardis,470000000
79426.04018,6,2,49009.69328,1,West Ferdows Boulevard,2400000000
66426.89344,6,3,40761.35131,3,Shahrake Qods,1050000000
61264.20153,5,3,43208.35656,4,Saadat Abad,14500000000
55224.3434,4,3,44915.71414,3,Saadat Abad,9300000000
58660.89241,5,5,33515.12293,4,Shahrake Qods,960000000
70193.33979,9,1,48417.34806,5,Abazar,91000000000
59691.06761,9,2,27769.5023,2,Saadat Abad,16000000000
75613.13949,3,2,29146.54292,4,Pardis,570000000
59789.73643,8,2,49200.07957,4,Shahr-e-Ziba,3350000000
60494.11984,7,4,31693.61017,5,Ostad Moein,1580000000
76517.35177,7,5,29788.64265,3,West Ferdows Boulevard,2900000000
67724.04775,6,5,61916.13554,2,West Ferdows Boulevard,2650000000
61458.54727,4,4,36220.12371,4,West Ferdows Boulevard,3100000000
61704.34216,5,1,19148.03971,4,Saadat Abad,3300000000
62224.01009,9,2,21689.12354,1,West Ferdows Boulevard,2800000000
68603.88942,6,2,44508.97561,2,Ostad Moein,2800000000
53902.93487,6,5,21075.50992,2,Saadat Abad,16400000000
69624.25527,4,3,29292.12943,5,Saadat Abad,8900000000
75690.69544,5,3,46183.10737,3,West Ferdows Boulevard,2900000000
71902.80788,3,4,42200.26209,5,Saadat Abad,5555000000
67684.42503,5,1,52999.83821,5,Ekhtiarieh,5000000000
69320.32912,6,2,32668.93492,3,Saadat Abad,10500000000
65423.24692,6,4,28914.79146,5,Saadat Abad,30000000000
62083.03561,6,1,43485.68064,2,Shahrake Gharb,19000000000
81844.02711,5,1,36242.10575,2,Andisheh,1000000000
74090.42534,3,4,25694.36818,4,Saadat Abad,8800000000
59200.25436,3,2,22926.43546,2,Saadat Abad,9300000000
63873.62802,6,1,27587.39642,1,Saadat Abad,4600000000
69677.41932,4,4,50524.95541,2,Saadat Abad,4650000000
49032.99778,9,5,36292.99616,4,Southern Program Organization,2750000000
62819.31128,7,5,38527.81714,5,West Ferdows Boulevard,2850000000
64624.3159,8,1,37117.55506,1,West Ferdows Boulevard,2850000000
63665.39442,8,3,44029.68182,1,East Ferdows Boulevard,3000000000
50760.35373,7,2,34685.18071,3,Shahrake Gharb,11200000000
77235.57059,4,5,47328.81061,1,Saadat Abad,6800000000
55245.33729,7,1,43557.94344,3,Shahrake Qods,510000000
82982.76423,7,2,44531.75946,1,West Ferdows Boulevard,2600000000
78754.39366,8,2,35323.78792,2,Saadat Abad,9500000000
82268.08199,6,3,39549.801,4,Shahran,1850000000
74166.39203,6,1,30237.77486,4,Pardis,770000000
83179.58405,8,1,38587.7211,1,East Ferdows Boulevard,2600000000
48176.2264,4,3,33216.60108,1,Jeyhoon,2300000000
79023.72048,5,3,22984.03653,2,West Ferdows Boulevard,2500000000
73135.02161,7,5,36401.37571,5,Azarbaijan,3150000000
75323.0582,7,3,51528.48105,5,Shahran,2650000000
63191.7671,8,2,33816.12473,1,Punak,10500000000
51554.92453,6,5,36830.08035,5,Qalandari,4250000000
55340.60874,6,4,34112.97062,1,Pardis,800000000
56296.49973,8,3,31165.04595,1,Pirouzi,3300000000
73491.26581,6,1,55169.37911,1,Aqdasieh,27000000000
68334.78256,7,3,36621.75954,2,Saadat Abad,6000000000
50666.24697,9,2,36940.8591,1,Eram,2970000000
60307.01766,6,1,37739.99032,5,Jeyhoon,3900000000
65132.47159,4,3,24199.63947,2,Shahrake Gharb,19500000000
72139.646,8,5,52601.11684,5,Shahr-e-Ziba,3200000000
71313.03134,6,3,42302.5479,1,Pardis,700000000
56647.8825,7,5,39780.92727,1,Pardis,770000000
60288.47592,8,5,34651.07232,4,Gheitarieh,16000000000
67022.77922,9,1,33891.30518,2,Elahieh,63000000000
58188.18629,5,5,38104.49401,4,Ekhtiarieh,8300000000
69350.18307,9,3,28747.09441,5,Ostad Moein,2950000000
68450.26242,7,3,36474.39183,5,Southern Program Organization,2400000000
70784.05258,7,5,41230.18626,3,Parand,345000000
70309.30682,8,5,34945.47446,2,Gheitarieh,19800000000
46737.59801,9,4,42351.30363,4,Punak,6000000000
69345.72167,7,2,47386.26774,2,Ekhtiarieh,6000000000
89157.61293,7,1,33834.92173,1,Kamranieh,26500000000
72568.71446,9,5,18896.12294,5,Southern Program Organization,3580000000
65051.21627,4,5,25191.40739,1,Shahrake Qods,982000000
56780.50427,7,2,11019.05378,3,Shahrake Qods,870000000
87678.03656,4,1,35781.17461,1,Parand,400000000
65817.20028,8,1,40674.78377,4,Andisheh,3060000000
70561.55882,6,4,25029.20574,2,Andisheh,930000000
73801.02176,6,2,30504.81491,3,Parand,850000000
72143.42949,6,1,23823.81702,2,Ekhtiarieh,7800000000
78002.06277,8,3,47763.27751,3,Pasdaran,8350000000
83443.2639,6,2,44900.7931,2,Jeyhoon,850000000
77057.17924,9,2,24459.79703,1,Pasdaran,6000000000
60509.60604,4,2,27080.03549,1,Saadat Abad,13500000000
80305.20645,7,3,22267.1593,3,Northern Janatabad,3150000000
56324.62301,5,5,41354.43599,4,Saadat Abad,13500000000
59794.61678,4,3,54149.39033,4,Shahr-e-Ziba,2550000000
60812.86453,6,4,26411.14228,5,Pirouzi,1600000000
57982.78548,4,5,15065.04661,5,Pardis,850000000
75367.07495,6,4,31669.61701,4,Ostad Moein,1000000000
